AREA,AGE_ADJUSTED_RATE,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_RATE
New Hampshire,0,Incidence,19926,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
New Hampshire,0,Incidence,20745,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
New Hampshire,5.8,Incidence,21329,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,4.7
New Hampshire,5.3,Incidence,21797,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,4.6
New Hampshire,0,Incidence,22048,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,0
New Hampshire,4.6,Incidence,22558,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,4.4
New Hampshire,0,Incidence,22939,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,0
Minnesota,5.4,Incidence,153237,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,3.9
Minnesota,4,Incidence,157633,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,3.2
Minnesota,2.1,Incidence,163040,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,1.2
Minnesota,4.4,Incidence,169717,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,3.5
Minnesota,6.8,Incidence,176526,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,5.1
Minnesota,7.6,Incidence,185155,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,4.9
Minnesota,13.1,Incidence,193417,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,7.8
Minnesota,6.2,Incidence,201573,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,5
Minnesota,8.1,Incidence,209142,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,4.8
Minnesota,7.2,Incidence,214721,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,4.7
Mississippi,5.8,Incidence,589342,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,5.6
Mississippi,5.7,Incidence,591627,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,5.6
Mississippi,6.1,Incidence,594410,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,6.1
Mississippi,4.8,Incidence,596556,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,4.7
Mississippi,5.2,Incidence,598705,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,5.3
Mississippi,5.6,Incidence,599995,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,5.8
Mississippi,6.1,Incidence,600623,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,6.7
Mississippi,4.1,Incidence,600198,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,4.7
Mississippi,5.4,Incidence,599851,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,6.3
Mississippi,4,Incidence,599048,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,4.7
Missouri,5,Incidence,381336,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,4.7
Missouri,6.8,Incidence,383445,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,6.5
Missouri,4.5,Incidence,385888,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,4.4
Missouri,6.2,Incidence,387793,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,6.2
Missouri,5.5,Incidence,389783,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,5.6
Missouri,5.3,Incidence,391459,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,5.4
Missouri,4.5,Incidence,393412,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,4.8
Missouri,4.2,Incidence,394911,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,4.3
Missouri,4.1,Incidence,396456,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,4.3
Missouri,3.2,Incidence,397133,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,3.5
Montana,0,Incidence,2915,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,0
Montana,0,Incidence,3221,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0
Montana,0,Incidence,3274,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,0
Montana,0,Incidence,3361,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,0
Montana,0,Incidence,3467,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0
Montana,0,Incidence,3604,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,0
Montana,0,Incidence,3807,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,0
Montana,0,Incidence,3890,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,0
Montana,0,Incidence,4037,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0
Montana,0,Incidence,4146,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,0
Nebraska,7.9,Incidence,45827,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,4.4
Nebraska,0,Incidence,46509,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0
Nebraska,10.7,Incidence,47270,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,8.5
Nebraska,0,Incidence,48275,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,0
Nebraska,0,Incidence,49117,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0
Nebraska,4.4,Incidence,50281,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,4
Nebraska,7.4,Incidence,50897,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,5.9
Nebraska,4.9,Incidence,51905,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,3.9
Nebraska,0,Incidence,52581,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0
Nebraska,3.5,Incidence,53392,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,3.7
Nevada,4.7,Incidence,116002,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,4.3
Nevada,4.4,Incidence,120466,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,4.2
Nevada,4.3,Incidence,123511,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,4
Nevada,5.2,Incidence,128354,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,4.7
Nevada,4.1,Incidence,134247,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,3.7
Nevada,5.7,Incidence,141083,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,6.4
Nevada,5.4,Incidence,148340,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,5.4
Nevada,2.8,Incidence,154931,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,2.6
Nevada,5.1,Incidence,161092,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,5
New Hampshire,0,Incidence,8030,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2011,0
New Hampshire,0,Incidence,8393,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2012,0
New Hampshire,0,Incidence,8562,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2013,0
New Hampshire,13.1,Incidence,8760,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2014,11.4
New Hampshire,0,Incidence,9054,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2015,0
New Hampshire,13.3,Incidence,9570,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2016,10.4
New Hampshire,0,Incidence,9967,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2017,0
New Hampshire,0,Incidence,10440,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2018,0
New Hampshire,0,Incidence,10963,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2019,0
New Hampshire,0,Incidence,11231,Non-Hispanic Black,Female,Oral Cavity and Pharynx,2020,0
Minnesota,7.9,Incidence,2260929,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,10
Minnesota,6.9,Incidence,2262710,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,9.3
Minnesota,7.3,Incidence,2266474,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,9.7
Minnesota,6.8,Incidence,2268928,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,9.1
Minnesota,7.7,Incidence,2267704,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,10.8
Minnesota,7.3,Incidence,2269590,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,10.2
Minnesota,8.1,Incidence,2273563,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,11.2
Minnesota,7.4,Incidence,2275810,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,10.9
Minnesota,7.5,Incidence,2276617,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,10.8
Minnesota,6.4,Incidence,2273682,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,9.4
Mississippi,6.4,Incidence,883646,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,9.1
Mississippi,6.7,Incidence,883239,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,8.9
Mississippi,7.6,Incidence,880912,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,10.4
Mississippi,8.2,Incidence,878890,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,11.3
Mississippi,6.7,Incidence,875592,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,9.6
Mississippi,8.7,Incidence,873618,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,12.5
Mississippi,7.4,Incidence,870898,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,10.7
Mississippi,7.5,Incidence,866101,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,11.1
Mississippi,7.1,Incidence,863772,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,10.1
Mississippi,8.4,Incidence,859950,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,12
Missouri,6.8,Incidence,2500983,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,8.8
Missouri,6.5,Incidence,2501079,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,8.8
Missouri,7.3,Incidence,2500953,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,9.8
Missouri,5.9,Incidence,2501238,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,8.2
Missouri,6.9,Incidence,2500677,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,9.6
Missouri,6.8,Incidence,2501361,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,9.4
Missouri,6.6,Incidence,2503030,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,9.3
Missouri,7.5,Incidence,2503502,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,10.6
Missouri,6,Incidence,2504831,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,8.8
Missouri,7.3,Incidence,2504951,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,10.2
Montana,7.9,Incidence,441103,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,10.4
Montana,7.2,Incidence,442457,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,10.4
Montana,5.8,Incidence,445393,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,7.9
Montana,5.5,Incidence,447875,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,8
Montana,6.6,Incidence,450575,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,9.1
Montana,6.4,Incidence,454161,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,9.5
Montana,6.5,Incidence,458222,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,8.7
Montana,6.2,Incidence,461068,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,9.1
Montana,7.9,Incidence,463806,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,12.1
Montana,6.6,Incidence,467362,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,9.6
Nebraska,6.1,Incidence,770287,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,8.2
Nebraska,5.5,Incidence,771545,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,7.4
Nebraska,6.7,Incidence,771829,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,8.4
Nebraska,6.3,Incidence,772897,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,7.8
Nebraska,7.9,Incidence,773155,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,11.1
Nebraska,6.7,Incidence,773660,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,9
Nebraska,7.3,Incidence,773157,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,10.2
Nebraska,8.2,Incidence,772251,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,11
Nebraska,7.2,Incidence,771498,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,9.5
Nebraska,7.8,Incidence,769963,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,10.4
Nevada,6.8,Incidence,732801,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,9.6
Nevada,6.5,Incidence,733166,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,9.1
Nevada,7.5,Incidence,733507,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,10.6
Nevada,6.8,Incidence,736110,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,10.5
Nevada,7.8,Incidence,738770,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,11.6
Nevada,6.1,Incidence,741391,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,9.2
Nevada,8.6,Incidence,744176,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,12.6
Nevada,5.4,Incidence,749650,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,9.1
Nevada,6.6,Incidence,754766,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,10.9
New Hampshire,7.7,Incidence,622655,Non-Hispanic White,Female,Oral Cavity and Pharynx,2011,9.2
New Hampshire,6.4,Incidence,622499,Non-Hispanic White,Female,Oral Cavity and Pharynx,2012,8.5
New Hampshire,7.1,Incidence,621726,Non-Hispanic White,Female,Oral Cavity and Pharynx,2013,9.8
New Hampshire,6.8,Incidence,622648,Non-Hispanic White,Female,Oral Cavity and Pharynx,2014,9.6
New Hampshire,5.8,Incidence,621489,Non-Hispanic White,Female,Oral Cavity and Pharynx,2015,8.2
New Hampshire,5.7,Incidence,622170,Non-Hispanic White,Female,Oral Cavity and Pharynx,2016,8.7
New Hampshire,6.5,Incidence,623535,Non-Hispanic White,Female,Oral Cavity and Pharynx,2017,8.5
New Hampshire,8.1,Incidence,623682,Non-Hispanic White,Female,Oral Cavity and Pharynx,2018,12
New Hampshire,7.3,Incidence,624944,Non-Hispanic White,Female,Oral Cavity and Pharynx,2019,11.2
New Hampshire,6.1,Incidence,625638,Non-Hispanic White,Female,Oral Cavity and Pharynx,2020,9.6
Mississippi,21.1,Incidence,1447516,All Races,Male,Oral Cavity and Pharynx,2011,22.3
Mississippi,19.8,Incidence,1450102,All Races,Male,Oral Cavity and Pharynx,2012,21.2
Mississippi,20,Incidence,1452993,All Races,Male,Oral Cavity and Pharynx,2013,22.1
Mississippi,20.9,Incidence,1453002,All Races,Male,Oral Cavity and Pharynx,2014,23.2
Mississippi,18.1,Incidence,1450671,All Races,Male,Oral Cavity and Pharynx,2015,20.3
Mississippi,23.2,Incidence,1450463,All Races,Male,Oral Cavity and Pharynx,2016,26.4
Mississippi,22.5,Incidence,1451002,All Races,Male,Oral Cavity and Pharynx,2017,25.6
Mississippi,17.8,Incidence,1446874,All Races,Male,Oral Cavity and Pharynx,2018,21.3
Mississippi,19.6,Incidence,1443640,All Races,Male,Oral Cavity and Pharynx,2019,23.3
Mississippi,19,Incidence,1435815,All Races,Male,Oral Cavity and Pharynx,2020,22.7
Missouri,18.7,Incidence,2945437,All Races,Male,Oral Cavity and Pharynx,2011,21.1
Missouri,18.7,Incidence,2953531,All Races,Male,Oral Cavity and Pharynx,2012,21.3
Missouri,18.9,Incidence,2963712,All Races,Male,Oral Cavity and Pharynx,2013,21.7
Missouri,19.8,Incidence,2972346,All Races,Male,Oral Cavity and Pharynx,2014,23.4
Missouri,18.6,Incidence,2981334,All Races,Male,Oral Cavity and Pharynx,2015,22
Missouri,19.9,Incidence,2989883,All Races,Male,Oral Cavity and Pharynx,2016,23.7
Missouri,21.4,Incidence,3000001,All Races,Male,Oral Cavity and Pharynx,2017,26.1
Missouri,19.8,Incidence,3006980,All Races,Male,Oral Cavity and Pharynx,2018,23.9
Missouri,19.3,Incidence,3012629,All Races,Male,Oral Cavity and Pharynx,2019,23.7
Missouri,20.1,Incidence,3017723,All Races,Male,Oral Cavity and Pharynx,2020,25
Montana,15.3,Incidence,500509,All Races,Male,Oral Cavity and Pharynx,2011,18.8
Montana,15.1,Incidence,504199,All Races,Male,Oral Cavity and Pharynx,2012,18.8
Montana,16.1,Incidence,509669,All Races,Male,Oral Cavity and Pharynx,2013,21
Montana,17.8,Incidence,514297,All Races,Male,Oral Cavity and Pharynx,2014,21.6
Montana,16.4,Incidence,519201,All Races,Male,Oral Cavity and Pharynx,2015,21.2
Montana,16.9,Incidence,524720,All Races,Male,Oral Cavity and Pharynx,2016,22.5
Montana,20.2,Incidence,530462,All Races,Male,Oral Cavity and Pharynx,2017,24.7
Montana,19.2,Incidence,534397,All Races,Male,Oral Cavity and Pharynx,2018,25.4
Montana,14.1,Incidence,538637,All Races,Male,Oral Cavity and Pharynx,2019,18.8
Montana,17.5,Incidence,544101,All Races,Male,Oral Cavity and Pharynx,2020,22.8
Nebraska,18.8,Incidence,914129,All Races,Male,Oral Cavity and Pharynx,2011,19.8
Nebraska,14.5,Incidence,921143,All Races,Male,Oral Cavity and Pharynx,2012,15.7
Nebraska,17.9,Incidence,928270,All Races,Male,Oral Cavity and Pharynx,2013,19.1
Nebraska,18.8,Incidence,936181,All Races,Male,Oral Cavity and Pharynx,2014,20.6
Nebraska,17.3,Incidence,943017,All Races,Male,Oral Cavity and Pharynx,2015,19.1
Nebraska,19.6,Incidence,950744,All Races,Male,Oral Cavity and Pharynx,2016,21.7
Nebraska,20.6,Incidence,956576,All Races,Male,Oral Cavity and Pharynx,2017,23.2
Nebraska,19.4,Incidence,960937,All Races,Male,Oral Cavity and Pharynx,2018,22.4
Nebraska,17.3,Incidence,964970,All Races,Male,Oral Cavity and Pharynx,2019,20.2
Nebraska,18,Incidence,967813,All Races,Male,Oral Cavity and Pharynx,2020,20.8
Nevada,16.4,Incidence,1367927,All Races,Male,Oral Cavity and Pharynx,2011,17.8
Nevada,14.1,Incidence,1383037,All Races,Male,Oral Cavity and Pharynx,2012,15.8
Nevada,15.4,Incidence,1397895,All Races,Male,Oral Cavity and Pharynx,2013,17
Nevada,16.1,Incidence,1417645,All Races,Male,Oral Cavity and Pharynx,2014,18.2
Nevada,15.5,Incidence,1441092,All Races,Male,Oral Cavity and Pharynx,2015,17.8
Nevada,16.5,Incidence,1465784,All Races,Male,Oral Cavity and Pharynx,2016,18.7
Nevada,16.9,Incidence,1491237,All Races,Male,Oral Cavity and Pharynx,2017,19.8
Nevada,15.2,Incidence,1520265,All Races,Male,Oral Cavity and Pharynx,2018,18.5
Nevada,14.3,Incidence,1549505,All Races,Male,Oral Cavity and Pharynx,2019,17.5
New Hampshire,18.4,Incidence,651509,All Races,Male,Oral Cavity and Pharynx,2011,22.3
New Hampshire,16.7,Incidence,653766,All Races,Male,Oral Cavity and Pharynx,2012,21.1
New Hampshire,17.4,Incidence,655460,All Races,Male,Oral Cavity and Pharynx,2013,21.5
New Hampshire,18.2,Incidence,659684,All Races,Male,Oral Cavity and Pharynx,2014,23.5
New Hampshire,17.8,Incidence,662017,All Races,Male,Oral Cavity and Pharynx,2015,23.3
New Hampshire,19.3,Incidence,665369,All Races,Male,Oral Cavity and Pharynx,2016,25.4
New Hampshire,17.9,Incidence,668725,All Races,Male,Oral Cavity and Pharynx,2017,23.5
New Hampshire,17.3,Incidence,671576,All Races,Male,Oral Cavity and Pharynx,2018,24.3
New Hampshire,17.9,Incidence,673969,All Races,Male,Oral Cavity and Pharynx,2019,25.4
New Hampshire,19,Incidence,676994,All Races,Male,Oral Cavity and Pharynx,2020,26.6
Mississippi,4.9,Incidence,48417,Hispanic of any race,Male,Oral Cavity and Pharynx,2011,4.1
Mississippi,4.3,Incidence,48140,Hispanic of any race,Male,Oral Cavity and Pharynx,2012,2.1
Mississippi,0,Incidence,48921,Hispanic of any race,Male,Oral Cavity and Pharynx,2013,0
Mississippi,0,Incidence,49993,Hispanic of any race,Male,Oral Cavity and Pharynx,2014,0
Mississippi,2.8,Incidence,50857,Hispanic of any race,Male,Oral Cavity and Pharynx,2015,2
Mississippi,7.9,Incidence,51783,Hispanic of any race,Male,Oral Cavity and Pharynx,2016,3.9
Mississippi,8.5,Incidence,53500,Hispanic of any race,Male,Oral Cavity and Pharynx,2017,3.7
Mississippi,2.1,Incidence,54754,Hispanic of any race,Male,Oral Cavity and Pharynx,2018,1.8
Mississippi,9.5,Incidence,55391,Hispanic of any race,Male,Oral Cavity and Pharynx,2019,7.2
Mississippi,7.8,Incidence,55096,Hispanic of any race,Male,Oral Cavity and Pharynx,2020,3.6
Missouri,13,Incidence,113861,Hispanic of any race,Male,Oral Cavity and Pharynx,2011,5.3
Missouri,9.7,Incidence,116468,Hispanic of any race,Male,Oral Cavity and Pharynx,2012,5.2
Missouri,7,Incidence,119330,Hispanic of any race,Male,Oral Cavity and Pharynx,2013,3.4
Missouri,8.1,Incidence,122255,Hispanic of any race,Male,Oral Cavity and Pharynx,2014,4.9
Missouri,10.8,Incidence,125519,Hispanic of any race,Male,Oral Cavity and Pharynx,2015,5.6
Missouri,12.1,Incidence,128789,Hispanic of any race,Male,Oral Cavity and Pharynx,2016,6.2
Missouri,5.8,Incidence,132282,Hispanic of any race,Male,Oral Cavity and Pharynx,2017,1.5
Missouri,5.3,Incidence,135644,Hispanic of any race,Male,Oral Cavity and Pharynx,2018,3.7
